,name,saved_gas,time,already_optimal,discovered_optimal,non_optimal_with_less_gas,non_optimal_with_same_gas,no_solution_found
0,0x6b175474e89094c44da98b954eedeac495271d0f,1162.0,295.49199999999996,282,102,3,6,8
1,0x0000000000085d4780b73119b644ae5ecd22b376,316.0,111.836,77,40,2,0,4
2,0xd3ebdaea9aeac98de723f640bce4aa07e2e44192,1925.0,312.248,228,165,4,4,4
3,0xd1ceeeeee83f8bcf3bedad437202b6154e9f5405,8150.0,754.0959999999999,388,141,11,3,40
4,0x9e9801bace260f58407c15e6e515c45918756e0f,864.0,187.628,116,74,2,4,5
5,0x9554efa1669014c25070bc23c2df262825704228,553.0,42.519999999999996,36,19,1,0,2
6,0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac,4816.0,621.9479999999999,518,307,8,4,16
7,0x8a88f04e0c905054d2f33b26bb3a46d7091a039a,2684.0,251.68,198,146,5,4,7
8,0x21ab6c9fac80c59d401b37cb43f81ea9dde7fe34,635.0,149.04000000000002,92,61,1,4,1
9,0x39755357759ce0d7f32dc8dc45414cca409ae24e,19452.0,2006.1,1262,715,40,4,102
10,0x86fa049857e0209aa7d9e616f7eb3b3b78ecfdb0,5436.0,444.96,315,227,7,0,23
11,0x798abda6cc246d0edba912092a2a3dbd3d11191b,24387.0,2250.728,1011,698,42,10,90
12,0x06012c8cf97bead5deae237070f9587f8e7a266d,69993.0,7016.94,2930,1783,98,58,282
13,0xb1690c08e213a35ed9bab7b318de14420fb57d8c,9189.0,631.16,387,199,10,4,32
14,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,3920.0,1050.124,466,181,18,15,37
15,0xa52e014b3f5cc48287c2d483a3e026c32cc76e6d,10045.0,1094.2359999999999,605,359,20,20,28
16,0x8e766f57f7d16ca50b4a0b90b88f6468a09b0439,2055.0,317.496,168,99,4,6,8
17,0x514910771af9ca656af840dff83e8264ecf986ca,2264.0,381.704,233,204,4,8,10
18,0x5e07b6f1b98a11f7e04e7ffa8707b63f1c177753,2435.0,275.976,168,67,8,2,14
