,name,saved_gas,time,already_optimal,discovered_optimal,non_optimal_with_less_gas,non_optimal_with_same_gas,no_solution_found
0,0x798abda6cc246d0edba912092a2a3dbd3d11191b,26401.0,7256.031999999999,1022,746,23,23,37
1,0x21ab6c9fac80c59d401b37cb43f81ea9dde7fe34,732.0,317.86,92,64,1,2,0
2,0x5e07b6f1b98a11f7e04e7ffa8707b63f1c177753,2732.0,891.6840000000001,169,80,2,3,5
3,0x39755357759ce0d7f32dc8dc45414cca409ae24e,21851.0,7450.780000000001,1267,755,36,18,47
4,0x06012c8cf97bead5deae237070f9587f8e7a266d,76722.0,23570.58,2955,1892,114,38,152
5,0x8a88f04e0c905054d2f33b26bb3a46d7091a039a,2858.0,648.2760000000001,200,153,1,0,6
6,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,4669.0,3317.848,469,213,5,11,19
7,0x6b175474e89094c44da98b954eedeac495271d0f,1229.0,874.192,283,109,0,3,6
8,0xe94b04a0fed112f3664e45adb2b8915693dd5ff3,387.0,200.50800000000004,26,15,1,0,1
9,0xd3ebdaea9aeac98de723f640bce4aa07e2e44192,2177.0,619.308,230,171,4,0,0
10,0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac,5191.0,1514.6080000000002,518,317,4,4,10
11,0x86fa049857e0209aa7d9e616f7eb3b3b78ecfdb0,5836.0,1658.568,315,234,12,8,3
12,0x9554efa1669014c25070bc23c2df262825704228,578.0,147.62800000000001,36,20,2,0,0
13,0xd1ceeeeee83f8bcf3bedad437202b6154e9f5405,9246.0,2829.464,390,159,13,3,18
14,0x514910771af9ca656af840dff83e8264ecf986ca,2432.0,1014.76,237,214,2,0,6
15,0x9e9801bace260f58407c15e6e515c45918756e0f,979.0,562.1400000000001,116,78,1,4,2
16,0xb1690c08e213a35ed9bab7b318de14420fb57d8c,10440.0,2425.232,391,207,13,2,19
17,0x8e766f57f7d16ca50b4a0b90b88f6468a09b0439,2177.0,884.804,168,106,1,5,5
18,0x0000000000085d4780b73119b644ae5ecd22b376,316.0,301.81600000000003,77,42,0,4,0
19,0xa52e014b3f5cc48287c2d483a3e026c32cc76e6d,10758.0,3355.372,613,386,12,9,12
