,name,saved_gas,time,already_optimal,discovered_optimal,non_optimal_with_less_gas,non_optimal_with_same_gas,no_solution_found
0,0x798abda6cc246d0edba912092a2a3dbd3d11191b,24448.0,2064.836,1011,705,39,15,81
1,0x21ab6c9fac80c59d401b37cb43f81ea9dde7fe34,635.0,142.132,92,61,1,4,1
2,0x5e07b6f1b98a11f7e04e7ffa8707b63f1c177753,2515.0,255.188,168,70,8,3,10
3,0x39755357759ce0d7f32dc8dc45414cca409ae24e,19507.0,1864.464,1263,718,39,16,87
4,0x06012c8cf97bead5deae237070f9587f8e7a266d,70316.0,6672.0,2930,1805,89,73,254
5,0x8a88f04e0c905054d2f33b26bb3a46d7091a039a,2770.0,214.26799999999997,198,150,3,2,7
6,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,3922.0,1007.76,466,183,20,14,34
7,0x6b175474e89094c44da98b954eedeac495271d0f,1136.0,273.332,282,107,2,3,7
8,0xd3ebdaea9aeac98de723f640bce4aa07e2e44192,1931.0,290.388,228,167,4,2,4
9,0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac,4814.0,571.252,518,308,8,3,16
10,0x86fa049857e0209aa7d9e616f7eb3b3b78ecfdb0,5432.0,414.23999999999995,315,227,8,0,22
11,0x9554efa1669014c25070bc23c2df262825704228,553.0,41.452,36,19,1,0,2
12,0xd1ceeeeee83f8bcf3bedad437202b6154e9f5405,8354.0,715.5319999999999,388,142,16,9,28
13,0x514910771af9ca656af840dff83e8264ecf986ca,2284.0,348.39599999999996,233,208,3,5,10
14,0x9e9801bace260f58407c15e6e515c45918756e0f,864.0,169.652,116,74,2,4,5
15,0xb1690c08e213a35ed9bab7b318de14420fb57d8c,9113.0,584.584,387,200,11,6,28
16,0x8e766f57f7d16ca50b4a0b90b88f6468a09b0439,2060.0,281.99199999999996,168,100,3,6,8
17,0x0000000000085d4780b73119b644ae5ecd22b376,290.0,104.132,77,40,0,2,4
18,0xa52e014b3f5cc48287c2d483a3e026c32cc76e6d,10488.0,958.0079999999999,605,371,21,18,17
