,block_id,target_gas_cost,real_gas,shown_optimal,no_model_found,source_gas_cost,saved_gas,solver_time_in_sec,target_disasm,init_progr_len,final_progr_len,number_of_necessary_uninterpreted_instructions,number_of_necessary_push,result_is_correct,inferred_size,initial_size_relation,final_size_relation
28,0xd3ebdaea9aeac98de723f640bce4aa07e2e44192_SCFToken_block1736.2_input.json,751.0,751.0,True,False,766,15.0,1.928,PUSH1 32 ADD PUSH1 0 SHA3 SWAP1 DUP2 SLOAD ADD SWAP1 ,15,9.0,4,2,True,7,0.4666666666666667,0.7777777777777778
29,0xd3ebdaea9aeac98de723f640bce4aa07e2e44192_RegularToken_block1305.2_input.json,751.0,751.0,True,False,766,15.0,2.224,PUSH1 32 ADD PUSH1 0 SHA3 SWAP1 DUP2 SLOAD ADD SWAP1 ,15,9.0,4,2,True,7,0.4666666666666667,0.7777777777777778
30,0xd3ebdaea9aeac98de723f640bce4aa07e2e44192_RegularToken_block2000.7_input.json,31.0,31.0,True,False,31,0.0,1.968,SWAP1 POP PUSH1 64 MLOAD DUP1 SWAP2 PUSH1 32 ADD SUB SWAP2 POP ,11,11.0,3,2,True,8,0.7272727272727273,0.7272727272727273
31,0xd3ebdaea9aeac98de723f640bce4aa07e2e44192_RegularToken_block2000.5_input.json,751.0,751.0,True,False,766,15.0,1.964,PUSH1 32 ADD PUSH1 0 SHA3 SWAP1 DUP2 SLOAD ADD SWAP1 ,15,9.0,4,2,True,7,0.4666666666666667,0.7777777777777778
32,0xd3ebdaea9aeac98de723f640bce4aa07e2e44192_SCFToken_block845.0_input.json,29.0,29.0,True,False,29,0.0,2.824,PUSH1 64 MLOAD DUP1 SWAP4 POP SWAP4 POP POP SUB SWAP2 POP ,11,11.0,2,1,True,8,0.7272727272727273,0.7272727272727273
33,0xd3ebdaea9aeac98de723f640bce4aa07e2e44192_UnboundedRegularToken_block247.1_input.json,31.0,31.0,True,False,31,0.0,1.76,SWAP1 POP PUSH1 64 MLOAD DUP1 SWAP2 PUSH1 32 ADD SUB SWAP2 POP ,11,11.0,3,2,True,8,0.7272727272727273,0.7272727272727273
34,0xd3ebdaea9aeac98de723f640bce4aa07e2e44192_UnboundedRegularToken_block957.4_input.json,765.0,765.0,True,False,771,6.0,12.592,PUSH1 32 ADD PUSH1 0 SHA3 SWAP1 POP SLOAD DUP3 PUSH1 0 PUSH1 0 DUP8 PUSH20 1461501637330902918203684832716283019655932542975 AND DUP3 ,15,14.0,4,3,True,13,0.8666666666666667,0.9285714285714286
35,0xd3ebdaea9aeac98de723f640bce4aa07e2e44192_SCFToken_block736.2_input.json,38.0,38.0,True,False,41,3.0,31.164,PUSH1 32 ADD SWAP2 POP DUP1 PUSH1 32 ADD SWAP1 MLOAD DUP1 DUP4 DUP4 PUSH1 0 ,14,13.0,3,2,True,11,0.7857142857142857,0.8461538461538461
36,0xd3ebdaea9aeac98de723f640bce4aa07e2e44192_SCFToken_block553.1_input.json,31.0,31.0,True,False,31,0.0,2.392,SWAP1 POP PUSH1 64 MLOAD DUP1 SWAP2 PUSH1 32 ADD SUB SWAP2 POP ,11,11.0,3,2,True,8,0.7272727272727273,0.7272727272727273
37,0xd3ebdaea9aeac98de723f640bce4aa07e2e44192_SCFToken_block179.2_input.json,38.0,38.0,True,False,41,3.0,31.012,PUSH1 32 ADD SWAP2 POP DUP1 PUSH1 32 ADD SWAP1 MLOAD DUP1 DUP4 DUP4 PUSH1 0 ,14,13.0,3,2,True,11,0.7857142857142857,0.8461538461538461
38,0xd3ebdaea9aeac98de723f640bce4aa07e2e44192_UnboundedRegularToken_block1172.2_input.json,760.0,760.0,True,False,766,6.0,2.548,PUSH1 32 ADD PUSH1 0 SHA3 SLOAD DUP4 PUSH1 0 PUSH1 0 PUSH20 1461501637330902918203684832716283019655932542975 DUP9 AND PUSH1 0 ,13,12.0,4,3,True,12,0.9230769230769232,1.0
39,0xd3ebdaea9aeac98de723f640bce4aa07e2e44192_SCFToken_block1136.6_input.json,31.0,31.0,True,False,31,0.0,1.976,SWAP1 POP PUSH1 64 MLOAD DUP1 SWAP2 PUSH1 32 ADD SUB SWAP2 POP ,11,11.0,3,2,True,8,0.7272727272727273,0.7272727272727273
40,0xd3ebdaea9aeac98de723f640bce4aa07e2e44192_RegularToken_block687.1_input.json,31.0,31.0,True,False,31,0.0,1.788,SWAP1 POP PUSH1 64 MLOAD DUP1 SWAP2 PUSH1 32 ADD SUB SWAP2 POP ,11,11.0,3,2,True,8,0.7272727272727273,0.7272727272727273
41,0xd3ebdaea9aeac98de723f640bce4aa07e2e44192_SCFToken_block424.1_input.json,31.0,31.0,True,False,31,0.0,2.116,SWAP1 POP PUSH1 64 MLOAD DUP1 SWAP2 PUSH1 32 ADD SUB SWAP2 POP ,11,11.0,3,2,True,8,0.7272727272727273,0.7272727272727273
42,0xd3ebdaea9aeac98de723f640bce4aa07e2e44192_UnboundedRegularToken_block2046.7_input.json,31.0,31.0,True,False,31,0.0,2.376,SWAP1 POP PUSH1 64 MLOAD DUP1 SWAP2 PUSH1 32 ADD SUB SWAP2 POP ,11,11.0,3,2,True,8,0.7272727272727273,0.7272727272727273
43,0xd3ebdaea9aeac98de723f640bce4aa07e2e44192_SCFToken_block693.1_input.json,31.0,31.0,True,False,31,0.0,1.856,SWAP1 POP PUSH1 64 MLOAD DUP1 SWAP2 PUSH1 32 ADD SUB SWAP2 POP ,11,11.0,3,2,True,8,0.7272727272727273,0.7272727272727273
44,0xd3ebdaea9aeac98de723f640bce4aa07e2e44192_SCFToken_block2535.5_input.json,751.0,751.0,True,False,766,15.0,1.92,PUSH1 32 ADD PUSH1 0 SHA3 SWAP1 DUP2 SLOAD ADD SWAP1 ,15,9.0,4,2,True,7,0.4666666666666667,0.7777777777777778
45,0xd3ebdaea9aeac98de723f640bce4aa07e2e44192_Token_block467.1_input.json,31.0,31.0,True,False,31,0.0,1.912,SWAP1 POP PUSH1 64 MLOAD DUP1 SWAP2 PUSH1 32 ADD SUB SWAP2 POP ,11,11.0,3,2,True,8,0.7272727272727273,0.7272727272727273
46,0xd3ebdaea9aeac98de723f640bce4aa07e2e44192_UnboundedRegularToken_block2318.4_input.json,751.0,751.0,True,False,754,3.0,1.196,PUSH1 32 ADD PUSH1 0 SHA3 SWAP3 POP POP POP SLOAD SWAP1 ,11,10.0,3,2,True,8,0.7272727272727273,0.8
47,0xd1ceeeeee83f8bcf3bedad437202b6154e9f5405_Dice2Win_block7227.4_input.json,31.0,31.0,True,False,31,0.0,1.856,SWAP1 POP PUSH1 64 MLOAD DUP1 SWAP2 PUSH1 32 ADD SUB SWAP2 POP ,11,11.0,3,2,True,8,0.7272727272727273,0.7272727272727273
48,0xd1ceeeeee83f8bcf3bedad437202b6154e9f5405_Dice2Win_block1679.6_input.json,31.0,31.0,True,False,31,0.0,1.86,SWAP1 POP PUSH1 64 MLOAD DUP1 SWAP2 PUSH1 96 ADD SUB SWAP2 POP ,11,11.0,3,2,True,8,0.7272727272727273,0.7272727272727273
49,0xd1ceeeeee83f8bcf3bedad437202b6154e9f5405_Dice2Win_block1286_input.json,20.0,20.0,True,False,70,50.0,2.0,POP PUSH2 1339 PUSH20 1461501637330902918203684832716283019655932542975 PUSH1 4 CALLDATALOAD AND PUSH2 9157 ,25,7.0,2,4,True,7,0.28,1.0
50,0xd1ceeeeee83f8bcf3bedad437202b6154e9f5405_Dice2Win_block1050_input.json,14.0,14.0,True,False,64,50.0,2.152,POP PUSH2 1081 PUSH1 4 CALLDATALOAD PUSH2 7404 ,23,5.0,1,3,True,5,0.21739130434782608,1.0
51,0xd1ceeeeee83f8bcf3bedad437202b6154e9f5405_Dice2Win_block13226.1_input.json,33.0,33.0,True,False,45,12.0,3.58,PUSH1 32 ADD PUSH1 32 PUSH1 32 PUSH2 13215 SWAP4 SWAP5 SUB SWAP4 ADD SWAP2 ,16,11.0,3,2,True,7,0.4375,0.6363636363636364
52,0xd1ceeeeee83f8bcf3bedad437202b6154e9f5405_Dice2Win_block13953.1_input.json,31.0,31.0,True,False,31,0.0,1.7280000000000002,SWAP1 POP PUSH1 64 MLOAD DUP1 SWAP2 PUSH1 32 ADD SUB SWAP2 POP ,11,11.0,3,2,True,8,0.7272727272727273,0.7272727272727273
53,0xd1ceeeeee83f8bcf3bedad437202b6154e9f5405_Dice2Win_block12061_input.json,29.0,29.0,True,False,29,0.0,2.048,PUSH1 30 DUP12 SUB CALLDATALOAD PUSH2 65535 AND SWAP6 POP PUSH1 0 DUP7 ,10,10.0,3,3,True,9,0.9,0.9
54,0xd1ceeeeee83f8bcf3bedad437202b6154e9f5405_Dice2Win_block3428.5_input.json,31.0,31.0,True,False,31,0.0,2.116,PUSH1 64 MLOAD SWAP3 POP SWAP1 POP PUSH1 64 ADD SUB PUSH1 64 MLOAD ,11,11.0,3,1,True,8,0.7272727272727273,0.7272727272727273
55,0xd1ceeeeee83f8bcf3bedad437202b6154e9f5405_Dice2Win_block2440.4_input.json,31.0,31.0,True,False,31,0.0,1.68,SWAP1 POP PUSH1 64 MLOAD DUP1 SWAP2 PUSH1 32 ADD SUB SWAP2 POP ,11,11.0,3,2,True,8,0.7272727272727273,0.7272727272727273
56,0xd1ceeeeee83f8bcf3bedad437202b6154e9f5405_Dice2Win_block5876.5_input.json,31.0,31.0,True,False,31,0.0,1.992,PUSH1 64 MLOAD SWAP3 POP SWAP1 POP PUSH1 64 ADD SUB PUSH1 64 MLOAD ,11,11.0,3,1,True,8,0.7272727272727273,0.7272727272727273
57,0xd1ceeeeee83f8bcf3bedad437202b6154e9f5405_Dice2Win_block1171.1_input.json,31.0,31.0,True,False,31,0.0,1.924,SWAP1 POP PUSH1 64 MLOAD DUP1 SWAP2 PUSH1 32 ADD SUB SWAP2 POP ,11,11.0,3,2,True,8,0.7272727272727273,0.7272727272727273
58,0xd1ceeeeee83f8bcf3bedad437202b6154e9f5405_Dice2Win_block4741.1_input.json,33.0,33.0,True,False,45,12.0,3.32,PUSH1 32 ADD PUSH1 32 PUSH1 32 PUSH2 4730 SWAP4 SWAP5 SUB SWAP4 ADD SWAP2 ,16,11.0,3,2,True,7,0.4375,0.6363636363636364
59,0xd1ceeeeee83f8bcf3bedad437202b6154e9f5405_Dice2Win_block6382.5_input.json,31.0,31.0,True,False,31,0.0,2.376,PUSH1 64 MLOAD SWAP3 POP SWAP1 POP PUSH1 64 ADD SUB PUSH1 64 MLOAD ,11,11.0,3,1,True,8,0.7272727272727273,0.7272727272727273
60,0xd1ceeeeee83f8bcf3bedad437202b6154e9f5405_Dice2Win_block10518.4_input.json,31.0,31.0,True,False,31,0.0,1.7,SWAP1 POP PUSH1 64 MLOAD DUP1 SWAP2 PUSH1 32 ADD SUB SWAP2 POP ,11,11.0,3,2,True,8,0.7272727272727273,0.7272727272727273
61,0xd1ceeeeee83f8bcf3bedad437202b6154e9f5405_Dice2Win_block6082.1_input.json,33.0,33.0,True,False,45,12.0,3.72,PUSH1 32 ADD PUSH1 32 PUSH1 32 PUSH2 6071 SWAP4 SWAP5 SUB SWAP4 ADD SWAP2 ,16,11.0,3,2,True,7,0.4375,0.6363636363636364
62,0xd1ceeeeee83f8bcf3bedad437202b6154e9f5405_Dice2Win_block4535.5_input.json,31.0,31.0,True,False,31,0.0,2.324,PUSH1 64 MLOAD SWAP3 POP SWAP1 POP PUSH1 64 ADD SUB PUSH1 64 MLOAD ,11,11.0,3,1,True,8,0.7272727272727273,0.7272727272727273
63,0xd1ceeeeee83f8bcf3bedad437202b6154e9f5405_Dice2Win_block554.1_input.json,31.0,31.0,True,False,31,0.0,1.868,SWAP1 POP PUSH1 64 MLOAD DUP1 SWAP2 PUSH1 32 ADD SUB SWAP2 POP ,11,11.0,3,2,True,8,0.7272727272727273,0.7272727272727273
64,0xd1ceeeeee83f8bcf3bedad437202b6154e9f5405_Dice2Win_block2575.4_input.json,31.0,31.0,True,False,31,0.0,1.864,SWAP1 POP PUSH1 64 MLOAD DUP1 SWAP2 PUSH1 32 ADD SUB SWAP2 POP ,11,11.0,3,2,True,8,0.7272727272727273,0.7272727272727273
65,0xd1ceeeeee83f8bcf3bedad437202b6154e9f5405_Dice2Win_block11485_input.json,35.0,35.0,True,False,37,2.0,43.68,SWAP11 PUSH2 259 ADD SWAP11 DUP12 CALLDATALOAD PUSH1 0 BYTE SWAP4 POP PUSH1 248 DUP5 ,13,12.0,3,3,True,9,0.6923076923076923,0.75
66,0xd1ceeeeee83f8bcf3bedad437202b6154e9f5405_Dice2Win_block4860.5_input.json,31.0,31.0,True,False,31,0.0,2.192,PUSH1 64 MLOAD SWAP3 POP SWAP1 POP PUSH1 64 ADD SUB PUSH1 64 MLOAD ,11,11.0,3,1,True,8,0.7272727272727273,0.7272727272727273
67,0xd1ceeeeee83f8bcf3bedad437202b6154e9f5405_Dice2Win_block2915.1_input.json,33.0,33.0,True,False,45,12.0,3.604,PUSH1 32 ADD PUSH1 32 PUSH1 32 PUSH2 2904 SWAP4 SWAP5 SUB SWAP4 ADD SWAP2 ,16,11.0,3,2,True,7,0.4375,0.6363636363636364
68,0xd1ceeeeee83f8bcf3bedad437202b6154e9f5405_Dice2Win_block2695.4_input.json,31.0,31.0,True,False,31,0.0,1.764,SWAP1 POP PUSH1 64 MLOAD DUP1 SWAP2 PUSH1 32 ADD SUB SWAP2 POP ,11,11.0,3,2,True,8,0.7272727272727273,0.7272727272727273
69,0xd1ceeeeee83f8bcf3bedad437202b6154e9f5405_Dice2Win_block1473.5_input.json,31.0,31.0,True,False,31,0.0,2.188,PUSH1 64 MLOAD SWAP3 POP SWAP1 POP PUSH1 64 ADD SUB PUSH1 64 MLOAD ,11,11.0,3,1,True,8,0.7272727272727273,0.7272727272727273
70,0xd1ceeeeee83f8bcf3bedad437202b6154e9f5405_Dice2Win_block7935.4_input.json,31.0,31.0,True,False,31,0.0,1.812,SWAP1 POP PUSH1 64 MLOAD DUP1 SWAP2 PUSH1 32 ADD SUB SWAP2 POP ,11,11.0,3,2,True,8,0.7272727272727273,0.7272727272727273
71,0xd1ceeeeee83f8bcf3bedad437202b6154e9f5405_Dice2Win_block298.1_input.json,31.0,31.0,True,False,31,0.0,1.724,SWAP1 POP PUSH1 64 MLOAD DUP1 SWAP2 PUSH1 32 ADD SUB SWAP2 POP ,11,11.0,3,2,True,8,0.7272727272727273,0.7272727272727273
72,0xd1ceeeeee83f8bcf3bedad437202b6154e9f5405_Dice2Win_block12994.5_input.json,31.0,31.0,True,False,31,0.0,2.176,PUSH1 64 MLOAD SWAP3 POP SWAP1 POP PUSH1 64 ADD SUB PUSH1 64 MLOAD ,11,11.0,3,1,True,8,0.7272727272727273,0.7272727272727273
73,0xd1ceeeeee83f8bcf3bedad437202b6154e9f5405_Dice2Win_block9244.5_input.json,31.0,31.0,True,False,31,0.0,2.3080000000000003,PUSH1 64 MLOAD SWAP3 POP SWAP1 POP PUSH1 64 ADD SUB PUSH1 64 MLOAD ,11,11.0,3,1,True,8,0.7272727272727273,0.7272727272727273
74,0xd1ceeeeee83f8bcf3bedad437202b6154e9f5405_Dice2Win_block5783_input.json,720.0,720.0,True,False,812,92.0,1.132,PUSH1 0 DUP1 DUP2 PUSH1 6 SLOAD PUSH20 1461501637330902918203684832716283019655932542975 AND CALLER ,14,8.0,3,3,True,8,0.5714285714285714,1.0
75,0xd1ceeeeee83f8bcf3bedad437202b6154e9f5405_Dice2Win_block11852.4_input.json,31.0,31.0,True,False,31,0.0,1.876,SWAP1 POP PUSH1 64 MLOAD DUP1 SWAP2 PUSH1 32 ADD SUB SWAP2 POP ,11,11.0,3,2,True,8,0.7272727272727273,0.7272727272727273
76,0xd1ceeeeee83f8bcf3bedad437202b6154e9f5405_Dice2Win_block9713.5_input.json,31.0,31.0,True,False,31,0.0,2.136,PUSH1 64 MLOAD SWAP3 POP SWAP1 POP PUSH1 64 ADD SUB PUSH1 64 MLOAD ,11,11.0,3,1,True,8,0.7272727272727273,0.7272727272727273
77,0xd1ceeeeee83f8bcf3bedad437202b6154e9f5405_Dice2Win_block12243.4_input.json,31.0,31.0,True,False,31,0.0,1.664,SWAP1 POP PUSH1 64 MLOAD DUP1 SWAP2 PUSH1 32 ADD SUB SWAP2 POP ,11,11.0,3,2,True,8,0.7272727272727273,0.7272727272727273
78,0xd1ceeeeee83f8bcf3bedad437202b6154e9f5405_Dice2Win_block9391.0_input.json,724.0,724.0,True,False,817,93.0,1.712,PUSH20 1461501637330902918203684832716283019655932542975 DUP2 AND PUSH1 6 SLOAD PUSH32 115792089237316195423570985007226406215939081747436879206741300988257197096960 AND OR PUSH1 6 ,15,9.0,4,3,True,9,0.6,1.0
79,0xd1ceeeeee83f8bcf3bedad437202b6154e9f5405_Dice2Win_block7491.5_input.json,31.0,31.0,True,False,31,0.0,2.352,PUSH1 64 MLOAD SWAP3 POP SWAP1 POP PUSH1 64 ADD SUB PUSH1 64 MLOAD ,11,11.0,3,1,True,8,0.7272727272727273,0.7272727272727273
80,0xd1ceeeeee83f8bcf3bedad437202b6154e9f5405_Dice2Win_block8519.5_input.json,31.0,31.0,True,False,31,0.0,2.552,PUSH1 64 MLOAD SWAP3 POP SWAP1 POP PUSH1 64 ADD SUB PUSH1 64 MLOAD ,11,11.0,3,1,True,8,0.7272727272727273,0.7272727272727273
81,0xd1ceeeeee83f8bcf3bedad437202b6154e9f5405_Dice2Win_block9898.4_input.json,31.0,31.0,True,False,31,0.0,1.6840000000000002,SWAP1 POP PUSH1 64 MLOAD DUP1 SWAP2 PUSH1 32 ADD SUB SWAP2 POP ,11,11.0,3,2,True,8,0.7272727272727273,0.7272727272727273
82,0xd1ceeeeee83f8bcf3bedad437202b6154e9f5405_Dice2Win_block14051.1_input.json,39.0,39.0,True,False,45,6.0,27.052,PUSH1 32 DUP1 DUP2 SWAP4 SUB SWAP3 SWAP5 ADD SWAP4 PUSH2 14040 SWAP4 ADD SWAP3 ,16,13.0,3,2,True,7,0.4375,0.5384615384615384
