,name,saved_gas,time,already_optimal,discovered_optimal,non_optimal_with_less_gas,non_optimal_with_same_gas,no_solution_found
110,0x58a4884182d9e835597f405e5f258290e46ae7c2,713,4678.906516000002,171,53,0,4,0
111,0xaa1a6e3e6ef20068f7f8d8c835d2d22fd5116444,309,124.23398,9,6,0,4,0
112,0x4a8f44be523580a11cdb20e2c7c470adf44ec9bb,5491,10095.992761000005,262,157,1,6,2
113,0x8fdcc30eda7e94f1c12ce0280df6cd531e8365c5,682,9976.558350999998,130,39,0,5,5
114,0x37a9679c41e99db270bda88de8ff50c0cd23f326,859,4780.594432999999,76,32,0,12,4
115,0x209c4784ab1e8183cf58ca33cb740efbf3fc18ef,1127,2724.8400739999993,18,11,2,0,1
116,0x71d271f8b14adef568f8f28f1587ce7271ac4ca5,80,7557.438136000001,62,17,0,1,7
117,0xfa52274dd61e1643d2205169732f29114bc240b3,29,1895.2188940000003,15,2,2,1,0
118,0xe41d2489571d322189246dafa5ebde1f4699f498,383,8176.046873000001,109,24,2,5,2
119,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,522,8734.368275000003,132,30,1,4,4
120,0xa3c1e324ca1ce40db73ed6026c4a177f099b5770,1302,1853.3184339999998,60,23,1,14,0
121,0xe94b04a0fed112f3664e45adb2b8915693dd5ff3,453,105.447057,9,10,0,4,0
122,0xabbb6bebfa05aa13e908eaa492bd7a8343760477,531,177.54391300000003,9,10,0,3,0
123,0x0b95993a39a363d99280ac950f5e4536ab5c5566,202,1814.848481,19,4,1,0,1
124,0x9554efa1669014c25070bc23c2df262825704228,293,1805.629143,8,11,2,0,0
125,0x6fc82a5fe25a5cdb58bc74600a40a69c065263f8,589,1837.211507,7,7,2,3,0
126,0xbfc39b6f805a9e40e77291aff27aee3c96915bdd,157,903.9345189999999,7,1,1,0,0
127,0x1522900b6dafac587d499a862861c0869be6e428,0,0.30646199999999996,3,0,0,0,0
