,name,saved_gas,time,already_optimal,discovered_optimal,non_optimal_with_less_gas,non_optimal_with_same_gas,no_solution_found
0,0x06012c8cf97bead5deae237070f9587f8e7a266d,69466.0,24345.628,2913,1557,288,98,295
1,0x8a88f04e0c905054d2f33b26bb3a46d7091a039a,2742.0,725.832,198,146,4,4,8
2,0x9e9801bace260f58407c15e6e515c45918756e0f,818.0,569.3799999999999,116,72,4,4,5
3,0xa52e014b3f5cc48287c2d483a3e026c32cc76e6d,9914.0,3771.224,603,339,38,26,26
4,0x5e07b6f1b98a11f7e04e7ffa8707b63f1c177753,2466.0,994.3199999999999,168,61,16,1,13
5,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,3892.0,3433.888,465,160,36,21,35
6,0x6b175474e89094c44da98b954eedeac495271d0f,1158.0,1031.0240000000001,281,92,13,7,8
7,0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac,4777.0,1999.2479999999998,514,296,19,4,20
8,0xd3ebdaea9aeac98de723f640bce4aa07e2e44192,1567.0,1401.56,228,150,9,14,4
9,0x9554efa1669014c25070bc23c2df262825704228,511.0,182.296,36,19,1,0,2
10,0x21ab6c9fac80c59d401b37cb43f81ea9dde7fe34,583.0,552.76,92,54,6,6,1
11,0x8e766f57f7d16ca50b4a0b90b88f6468a09b0439,1986.0,1098.6999999999998,168,91,9,9,8
12,0x0000000000085d4780b73119b644ae5ecd22b376,303.0,296.616,77,39,2,1,4
13,0x39755357759ce0d7f32dc8dc45414cca409ae24e,19716.0,6743.632,1260,683,68,12,100
14,0x514910771af9ca656af840dff83e8264ecf986ca,2308.0,1179.896,233,203,5,8,10
15,0xb1690c08e213a35ed9bab7b318de14420fb57d8c,8890.0,2022.0119999999997,386,189,18,7,32
16,0xd1ceeeeee83f8bcf3bedad437202b6154e9f5405,7024.0,2323.008,388,135,17,10,33
17,0x86fa049857e0209aa7d9e616f7eb3b3b78ecfdb0,5572.0,1458.1039999999998,315,224,10,8,15
18,0x798abda6cc246d0edba912092a2a3dbd3d11191b,24362.0,7367.324,1002,664,65,28,92
