,name,saved_gas,time,already_optimal,discovered_optimal,non_optimal_with_less_gas,non_optimal_with_same_gas,no_solution_found
0,0x6b175474e89094c44da98b954eedeac495271d0f,1229.0,971.5600000000001,283,109,0,3,6
1,0x0000000000085d4780b73119b644ae5ecd22b376,328.0,307.79200000000003,77,42,4,0,0
2,0xd3ebdaea9aeac98de723f640bce4aa07e2e44192,2177.0,684.06,230,171,4,0,0
3,0xd1ceeeeee83f8bcf3bedad437202b6154e9f5405,12741.0,3020.9159999999997,390,156,12,2,23
4,0x9e9801bace260f58407c15e6e515c45918756e0f,979.0,616.6120000000001,116,78,1,4,2
5,0x9554efa1669014c25070bc23c2df262825704228,578.0,148.92399999999998,36,20,2,0,0
6,0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac,5191.0,1590.048,518,317,4,4,10
7,0x8a88f04e0c905054d2f33b26bb3a46d7091a039a,2858.0,687.856,200,153,1,0,6
8,0x21ab6c9fac80c59d401b37cb43f81ea9dde7fe34,732.0,366.94,92,64,1,2,0
9,0x39755357759ce0d7f32dc8dc45414cca409ae24e,21550.0,7596.0560000000005,1267,755,32,15,54
10,0x86fa049857e0209aa7d9e616f7eb3b3b78ecfdb0,5844.0,1674.412,315,234,20,0,3
11,0x798abda6cc246d0edba912092a2a3dbd3d11191b,26228.0,7648.955999999999,1020,743,22,7,59
12,0x06012c8cf97bead5deae237070f9587f8e7a266d,76500.0,25072.712,2954,1880,117,21,179
13,0xb1690c08e213a35ed9bab7b318de14420fb57d8c,10534.0,2522.852,391,207,13,2,19
14,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,4666.0,3601.56,469,211,4,9,24
15,0xa52e014b3f5cc48287c2d483a3e026c32cc76e6d,10360.0,3769.1319999999996,613,386,6,8,19
16,0x8e766f57f7d16ca50b4a0b90b88f6468a09b0439,2177.0,1002.8199999999999,168,106,1,5,5
17,0x514910771af9ca656af840dff83e8264ecf986ca,2432.0,1017.0,237,214,2,0,6
18,0x5e07b6f1b98a11f7e04e7ffa8707b63f1c177753,2732.0,910.1600000000001,169,80,2,3,5
