,name,saved_gas,time,already_optimal,discovered_optimal,non_optimal_with_less_gas,non_optimal_with_same_gas,no_solution_found
0,0x06012c8cf97bead5deae237070f9587f8e7a266d,41568.0,1707.156,2692,1398,84,208,769
1,0xe94b04a0fed112f3664e45adb2b8915693dd5ff3,311.0,11.296,21,14,0,3,5
2,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,1995.0,222.324,405,146,12,52,102
3,0x0000000000085d4780b73119b644ae5ecd22b376,227.0,23.224000000000004,67,38,0,9,9
4,0x514910771af9ca656af840dff83e8264ecf986ca,1396.0,121.24799999999999,192,187,2,33,45
5,0x798abda6cc246d0edba912092a2a3dbd3d11191b,18469.0,512.5999999999999,943,583,37,57,231
6,0x8a88f04e0c905054d2f33b26bb3a46d7091a039a,1986.0,76.292,172,132,5,23,28
7,0xd1ceeeeee83f8bcf3bedad437202b6154e9f5405,3104.0,183.344,325,117,5,58,78
8,0x6b175474e89094c44da98b954eedeac495271d0f,825.0,100.968,244,95,1,29,32
9,0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac,3444.0,178.97200000000004,445,279,5,60,64
10,0xd3ebdaea9aeac98de723f640bce4aa07e2e44192,813.0,115.684,187,127,1,38,52
11,0xb1690c08e213a35ed9bab7b318de14420fb57d8c,5387.0,171.01200000000003,357,175,9,27,64
12,0xa52e014b3f5cc48287c2d483a3e026c32cc76e6d,6229.0,284.04,562,287,7,23,153
13,0x9e9801bace260f58407c15e6e515c45918756e0f,584.0,45.548,99,69,0,14,19
14,0x86fa049857e0209aa7d9e616f7eb3b3b78ecfdb0,3279.0,132.932,282,194,9,31,56
15,0x8e766f57f7d16ca50b4a0b90b88f6468a09b0439,1453.0,76.13600000000001,149,82,4,15,35
16,0x39755357759ce0d7f32dc8dc45414cca409ae24e,13000.0,547.084,1154,634,21,98,216
17,0x5e07b6f1b98a11f7e04e7ffa8707b63f1c177753,1585.0,63.4,154,56,4,15,30
18,0x21ab6c9fac80c59d401b37cb43f81ea9dde7fe34,374.0,41.68400000000001,76,50,1,14,18
19,0x9554efa1669014c25070bc23c2df262825704228,391.0,11.840000000000002,32,17,1,2,6
