,category,0,1,2,3,4,5,6,7,8,9,10
0,times,47.63199999999999,389.16800000000035,10660.447999999999,10481.095999999974,32396.852000000068,7521.791999999988,12919.284000000072,9163.228000000005,7018.451999999709,4694.208000000005,3149.563999999278
1,real_size_relation,294.0,11.0,756.0,1808.0,3103.0,983.0,1406.0,1376.0,4376.0,495.0,30984.0
2,initial_size_relation,0.0,64.0,393.0,615.0,379.0,1258.0,2048.0,1592.0,2114.0,3985.0,33144.0
