,name,saved_gas,time,already_optimal,discovered_optimal,non_optimal_with_less_gas,non_optimal_with_same_gas,no_solution_found
0,0x06012c8cf97bead5deae237070f9587f8e7a266d,64041.0,14527.264,2896,1498,269,102,386
1,0x8a88f04e0c905054d2f33b26bb3a46d7091a039a,2485.0,548.98,198,142,4,5,11
2,0x9e9801bace260f58407c15e6e515c45918756e0f,646.0,392.956,114,72,0,4,11
3,0xa52e014b3f5cc48287c2d483a3e026c32cc76e6d,9193.0,2584.9719999999998,601,312,53,29,37
4,0xe94b04a0fed112f3664e45adb2b8915693dd5ff3,311.0,124.808,24,14,0,1,4
5,0x5e07b6f1b98a11f7e04e7ffa8707b63f1c177753,2388.0,593.836,168,59,16,1,15
6,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,3327.0,2113.696,456,160,26,25,50
7,0x6b175474e89094c44da98b954eedeac495271d0f,951.0,671.1679999999999,281,92,12,7,9
8,0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac,4137.0,1471.12,510,293,6,4,40
9,0xd3ebdaea9aeac98de723f640bce4aa07e2e44192,903.0,1000.308,226,140,3,16,20
10,0x9554efa1669014c25070bc23c2df262825704228,496.0,130.724,34,19,0,0,5
11,0x21ab6c9fac80c59d401b37cb43f81ea9dde7fe34,396.0,367.808,90,54,1,8,6
12,0x8e766f57f7d16ca50b4a0b90b88f6468a09b0439,1739.0,687.5840000000001,165,88,8,11,13
13,0x0000000000085d4780b73119b644ae5ecd22b376,279.0,201.36,77,39,1,2,4
14,0x39755357759ce0d7f32dc8dc45414cca409ae24e,17688.0,4575.236000000001,1254,654,65,11,139
15,0x514910771af9ca656af840dff83e8264ecf986ca,1524.0,914.9759999999999,228,194,3,12,22
16,0xb1690c08e213a35ed9bab7b318de14420fb57d8c,8798.0,1214.3919999999998,385,182,25,6,34
17,0xd1ceeeeee83f8bcf3bedad437202b6154e9f5405,5377.0,1475.5159999999998,387,126,14,6,50
18,0x86fa049857e0209aa7d9e616f7eb3b3b78ecfdb0,4917.0,1008.2479999999998,315,214,12,0,31
19,0x798abda6cc246d0edba912092a2a3dbd3d11191b,23409.0,4686.4,998,641,72,16,124
