,name,saved_gas,time,already_optimal,discovered_optimal,non_optimal_with_less_gas,non_optimal_with_same_gas,no_solution_found
0,0x798abda6cc246d0edba912092a2a3dbd3d11191b,25249.0,4508.263999999999,1016,730,25,28,52
1,0x21ab6c9fac80c59d401b37cb43f81ea9dde7fe34,689.0,210.796,92,64,0,2,1
2,0x5e07b6f1b98a11f7e04e7ffa8707b63f1c177753,2565.0,598.5999999999999,169,75,5,1,9
3,0x39755357759ce0d7f32dc8dc45414cca409ae24e,20914.0,4443.964,1266,742,35,16,64
4,0x06012c8cf97bead5deae237070f9587f8e7a266d,75177.0,14405.728,2943,1873,112,53,170
5,0x8a88f04e0c905054d2f33b26bb3a46d7091a039a,2807.0,403.344,198,153,0,2,7
6,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,4592.0,2072.324,469,206,10,10,22
7,0x6b175474e89094c44da98b954eedeac495271d0f,1229.0,498.77599999999995,283,109,0,3,6
8,0xe94b04a0fed112f3664e45adb2b8915693dd5ff3,326.0,112.272,26,14,1,0,2
9,0xd3ebdaea9aeac98de723f640bce4aa07e2e44192,1993.0,451.88,228,171,0,2,4
10,0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac,5019.0,994.24,518,317,0,4,14
11,0x86fa049857e0209aa7d9e616f7eb3b3b78ecfdb0,5589.0,944.916,315,232,2,8,15
12,0x9554efa1669014c25070bc23c2df262825704228,577.0,91.11999999999999,36,20,2,0,0
13,0xd1ceeeeee83f8bcf3bedad437202b6154e9f5405,8210.0,1698.304,390,151,17,2,23
14,0x514910771af9ca656af840dff83e8264ecf986ca,2329.0,659.172,233,212,2,4,8
15,0x9e9801bace260f58407c15e6e515c45918756e0f,936.0,329.312,116,78,0,4,3
16,0xb1690c08e213a35ed9bab7b318de14420fb57d8c,9387.0,1394.584,391,206,8,2,25
17,0x8e766f57f7d16ca50b4a0b90b88f6468a09b0439,2134.0,535.184,168,106,0,5,6
18,0x0000000000085d4780b73119b644ae5ecd22b376,340.0,175.396,77,42,3,0,1
19,0xa52e014b3f5cc48287c2d483a3e026c32cc76e6d,10701.0,1951.4320000000002,606,384,11,15,16
