,block_id,target_gas_cost,real_gas,shown_optimal,no_model_found,source_gas_cost,saved_gas,solver_time_in_sec,target_disasm,init_progr_len,final_progr_len,number_of_necessary_uninterpreted_instructions,number_of_necessary_push,result_is_correct,inferred_size,initial_size_relation,final_size_relation
48,0xd1ceeeeee83f8bcf3bedad437202b6154e9f5405_Dice2Win_block3590_input.json,722.0,722.0,True,False,732,10.0,10.932,SWAP2 POP SWAP2 POP DUP6 PUSH1 2 SLOAD ADD DUP3 ,13,9.0,2,1,True,7,0.5384615384615384,0.7777777777777778
49,0xd1ceeeeee83f8bcf3bedad437202b6154e9f5405_Dice2Win_block12086_input.json,35.0,35.0,True,False,35,0.0,7.636,PUSH2 65535 PUSH1 28 DUP13 SUB CALLDATALOAD AND SWAP5 POP DUP6 DUP6 PUSH1 32 ADD ,12,12.0,4,3,True,11,0.9166666666666666,0.9166666666666666
50,0xd1ceeeeee83f8bcf3bedad437202b6154e9f5405_Dice2Win_block11010_input.json,35.0,35.0,True,False,37,2.0,47.432,PUSH1 1 SWAP12 PUSH1 3 ADD SWAP12 DUP13 CALLDATALOAD PUSH1 0 BYTE DUP1 SWAP9 POP ,13,12.0,3,3,True,9,0.6923076923076923,0.75
51,0xd1ceeeeee83f8bcf3bedad437202b6154e9f5405_Dice2Win_block6805.0_input.json,1424.0,1424.0,True,False,1603,179.0,1.76,PUSH1 0 SLOAD PUSH32 115792089237316195423570985007226406215939081747436879206741300988257197096960 AND PUSH20 1461501637330902918203684832716283019655932542975 PUSH1 1 SLOAD AND OR PUSH1 0 ,21,10.0,5,4,True,10,0.4761904761904762,1.0
52,0xd1ceeeeee83f8bcf3bedad437202b6154e9f5405_Dice2Win_block11828_input.json,35.0,35.0,True,False,37,2.0,38.416,PUSH1 148 SWAP12 PUSH1 2 ADD SWAP12 DUP13 CALLDATALOAD PUSH1 0 BYTE SWAP3 POP DUP3 ,13,12.0,3,3,True,9,0.6923076923076923,0.75
53,0xd1ceeeeee83f8bcf3bedad437202b6154e9f5405_Dice2Win_block5028_input.json,42.0,42.0,True,False,70,28.0,9.22,SWAP2 POP PUSH5 1099511627775 DUP7 AND BLOCKHASH DUP2 SWAP4 POP ,17,9.0,2,1,True,7,0.4117647058823529,0.7777777777777778
54,0x9e9801bace260f58407c15e6e515c45918756e0f_WorldUnitedCoinsToken_block1099_input.json,26.0,26.0,True,False,97,71.0,9.5,POP PUSH2 1162 PUSH1 4 CALLDATALOAD PUSH20 1461501637330902918203684832716283019655932542975 AND PUSH1 36 CALLDATALOAD PUSH2 3005 ,32,9.0,3,5,True,9,0.28125,1.0
55,0x9e9801bace260f58407c15e6e515c45918756e0f_WorldUnitedCoinsToken_block749_input.json,32.0,32.0,True,False,103,71.0,20.488000000000003,POP PUSH2 834 PUSH20 1461501637330902918203684832716283019655932542975 PUSH1 4 CALLDATALOAD AND PUSH20 1461501637330902918203684832716283019655932542975 PUSH1 36 CALLDATALOAD AND PUSH2 2737 ,34,11.0,4,5,True,11,0.3235294117647059,1.0
56,0x9e9801bace260f58407c15e6e515c45918756e0f_WorldUnitedCoinsToken_block336_input.json,26.0,26.0,True,False,97,71.0,10.368,POP PUSH2 399 PUSH1 4 CALLDATALOAD PUSH20 1461501637330902918203684832716283019655932542975 AND PUSH1 36 CALLDATALOAD PUSH2 1465 ,32,9.0,3,5,True,9,0.28125,1.0
57,0x9e9801bace260f58407c15e6e515c45918756e0f_WorldUnitedCoinsToken_block1200_input.json,32.0,32.0,True,False,103,71.0,20.46,POP PUSH2 1285 PUSH20 1461501637330902918203684832716283019655932542975 PUSH1 4 CALLDATALOAD AND PUSH20 1461501637330902918203684832716283019655932542975 PUSH1 36 CALLDATALOAD AND PUSH2 3575 ,34,11.0,4,5,True,11,0.3235294117647059,1.0
